Input,1
itineraries.0,0.009
itineraries.1,0.010
itineraries.2,1440.217
itineraries.3,6020.981
itineraries.4,5951.798
itineraries.5,2771.931
itineraries.6,13827.475
itineraries.7,13903.970
itineraries.8,13943.461
itineraries.9,15145.152
