Input,1
itineraries.0,0.009
itineraries.1,0.010
itineraries.2,0.632
itineraries.3,2.464
itineraries.4,1.986
itineraries.5,0.953
itineraries.6,2.438
itineraries.7,2.850
itineraries.8,2.440
itineraries.9,2.498
